PK_TEMPO;DateKey;Promised Delivery Date;Actual Delivery Date;Invoice Date
f03478bc79ba7753f1079f5b4bcc626b0531bcecfc9ec1713a445c3772c95c34;04/10/2018;30/09/2019;30/09/2019;06/10/2018
aecda7397a52ea11b11a4609bf63a9f917c3f9af3331ef8d9b65926fd9c8950c;12/10/2017;12/10/2018;12/10/2018;14/10/2017
6e3b17ec7d71b0f572acbaf18405cbfbb560e14969889738d1ec3cef75036365;23/10/2017;23/10/2018;23/10/2018;25/10/2017
2fcdd524191793d64e09a4af2d39d623750d288f1eb6772c3dd546ff083bdb1e;13/12/2017;11/12/2018;11/12/2018;15/12/2017
29cdb021afa00f78a20d3376e30d37062179b3ad2aaa9cacf4ce3dce88faed59;21/06/2017;20/06/2018;20/06/2018;23/06/2017
8f5240a558976bab5a82139fbb3dcb12fb4dfd37922d35023a480abf53625ae9;15/10/2018;01/10/2019;01/10/2019;17/10/2018
7abaa67555c983e44aa18a67f53905e2bac83c7b25e445c5a506723576508eba;05/11/2018;01/11/2019;01/11/2019;07/11/2018
603131133c6bbf75d41082621d45871bd4639ef92757faaf81f98884c443395f;25/12/2017;25/12/2018;25/12/2018;27/12/2017
424c216ea2d3def2f894b43a82e83adf6e817dbc9e5930a449b4dc66da28f136;28/04/2017;28/04/2018;28/04/2018;30/04/2017
7f26fdc7ecedc220e392065dba850e6d856268a7a30489b44b19a148527b5815;20/10/2018;20/10/2019;20/10/2019;22/10/2018
7e109ad0ef4352c3f90023d5020aa2926073aa806815828697dd62639531922c;25/12/2017;21/12/2018;21/12/2018;27/12/2017
8235bb6990406f7683b54f6f3dfa18d365880663cbb995161fda7287056a320c;11/02/2019;10/02/2020;10/02/2020;13/02/2019
64493a3197d5a5f6cd329a0ec2ce59adb227faa57efd3f226b7300eadefd21ac;18/03/2019;21/03/2020;21/03/2020;21/03/2019
7b0a267308aff9ffc97e7d7f702d8046534407e1dd914d4430877716bd79b8e3;17/01/2017;17/01/2018;17/01/2018;20/01/2017
6db453439cee6f47b8096e74d462fe15868862449e4568fb6f07d848aa52f633;13/02/2017;12/02/2018;12/02/2018;16/02/2017
a5ef0600382ea1efcc6fb25951e6247bab8cd6f755de0c5e4c01f8d44cd5f279;12/03/2018;10/03/2019;10/03/2019;14/03/2018
b8b1d12bf666bdca66b6ffd5bb141d76757e446acd4ed1f50cab802bae84335f;30/03/2017;30/03/2018;30/03/2018;01/04/2017
6b057368d7a096c4a218ac61e6e785bdd1f6a8fdca5701aca41661d17f8d1ef6;08/05/2017;05/05/2018;05/05/2018;10/05/2017
777cb1fafb31f1e081ee92180aec5aca102b20d2b9f4dcd2d7ac911129745c1d;02/06/2018;01/06/2019;01/06/2019;04/06/2018
c6f3e9fd87360e335490f64a562b1889e45c6f2ce7b71c41a9e3e0568920472b;02/08/2018;02/08/2019;02/08/2019;04/08/2018
772e7e61bd78609afcb0f1cace32a2c2e561317ab0a177c222ce12c1ab2caf52;19/01/2018;20/01/2019;20/01/2019;21/01/2018
dcd49b25d0440ed6497db662676addd1f4d02dfdc1b6a665250e5f61343d79a5;21/03/2017;16/03/2018;16/03/2018;23/03/2017
0b9b7e5b25fc9285c2e77fa3d1513f9569b2fae6614b491e77e27a29e9f77178;19/04/2018;16/04/2019;16/04/2019;21/04/2018
b23229e760d73c739a43531211ea0ca460cf790e54ea0b1bc318e735a2dea875;21/04/2017;20/04/2018;20/04/2018;23/04/2017
47f73c2baf7feebbf28daf7ccee858bd9994d9b482fe727689fab2edf22fdcc0;22/05/2017;19/05/2018;19/05/2018;24/05/2017
b77d527985b8e55bf95f80e2342bab1fdfcb3732b3ea1e57531cc6a133dfcf80;12/08/2018;11/08/2019;11/08/2019;14/08/2018
4da462727ecf601bd412c5be1b2c7feb85c9c72efd30af44b3f785a2d8a34a4e;24/08/2017;23/08/2018;23/08/2018;26/08/2017
6ac8a8ef470816a5b89d3a92acece4bb40340212ed8c0a6b27559053ad9e5e8f;09/09/2018;10/09/2019;10/09/2019;11/09/2018
47ee3e600425be92de465660eb5268ff3ced1d210b02eba5becc760f9c9e9e12;27/09/2018;24/09/2019;24/09/2019;29/09/2018
7c3d041b7f195e1618f55937811dbddb99f1c9f8b850b1a27be0314c3aa9d0e2;10/10/2017;11/10/2018;11/10/2018;12/10/2017
4075da0a4613c343274e9914acf5bfebceeadf57c782084649d800636b7cc987;11/12/2017;08/12/2018;08/12/2018;13/12/2017
8db54dc2cae8b8021d2dfef5eb1b8fc6ab53a0286b82c7ca7c1285cf44b95948;08/07/2018;08/07/2019;08/07/2019;10/07/2018
bd7fb7ad360f8702f96366548dd77fc0a9f0d656146191f142e7ee590ce22f1d;06/04/2017;14/04/2018;14/04/2018;08/04/2017
78dcca99f4db2e779365c7f0ea8e3b68ea5d4b3c7dbe0545add8432c9b69559e;26/05/2018;25/05/2019;25/05/2019;28/05/2018
a867533bcba506e3eb3bfa713ba6cb0f3eb35d3d1e78dc5c033c966b0750f192;03/06/2018;04/06/2019;04/06/2019;05/06/2018
f01fbee150f01907f71f15540f25b0d499e1ca117c26f21ca44b7501ab27c6ac;09/10/2017;10/10/2018;10/10/2018;11/10/2017
3482579df2a6ede32236af6dc86bf1a661b23ab6f52b729b39d1fcd9606f5c8c;29/11/2018;25/11/2019;25/11/2019;01/12/2018
20d8103c5a962d7380b93501fd2ccaadc749e3feb793219f71eab579f257fdd9;15/12/2017;14/12/2018;14/12/2018;17/12/2017
8a73e9ce54f1e20ab93bfef52a287ba450e5f601ef060b3c004e81799230e3ab;16/01/2017;24/01/2018;24/01/2018;19/01/2017
9859887fc0c0a41682345de0a33a1645647b86430d096b7adf58004f8e3eb9c8;19/01/2018;16/01/2019;16/01/2019;21/01/2018
699e3f4cae627f88a74844271a2775ac0a96c7b95108e51ae35a9f7caf613b95;07/06/2017;01/06/2018;01/06/2018;09/06/2017
8e7cb0901de735847ca04f0c27528b916777b71f865bf18b5efe6de1fde9e980;26/06/2018;26/06/2019;26/06/2019;28/06/2018
7278c36c3c92933d44a394ce340ea57ea0639290af372e8e4ef0247803421633;20/07/2018;21/07/2019;21/07/2019;22/07/2018
e4341e6e35704bcd31235705aff052fef20a78757c2050e8282eefb29d6660ea;28/07/2017;27/07/2018;27/07/2018;30/07/2017
046925340757d0ffee5e935270c22b4a66f349ccf0a64b1d2114cab1f603132c;18/10/2018;30/09/2019;30/09/2019;20/10/2018
9c9787beefa07f10a92f92b01384cf5dc4a73cc1c63ec0a3288b85da79ef3e1f;20/10/2017;20/10/2018;20/10/2018;22/10/2017
3361224fdb2a4eba7aeccd6f451f3bb7e8b89112773cd9bd70879b2f82df4418;16/11/2017;02/11/2018;02/11/2018;18/11/2017
72650e076acea794c808e1f07936446fc376180c9deea25603ae56b0912f6a4a;18/11/2018;16/11/2019;16/11/2019;20/11/2018
30ca6b234764632eaf870427131c0864c2ec7fd425558758c54cf8cfe57b500b;14/04/2018;14/04/2019;14/04/2019;16/04/2018
e6f7ddc23018621df7c28cee1aca56691281cb5ed536e1900cf12d9c4a5721fd;01/05/2017;02/05/2018;02/05/2018;03/05/2017
99af1a484e3ed5bd5a7309174af430d6e25c15960f17daedb0c0b4cead3bcdd5;04/05/2018;04/05/2019;04/05/2019;06/05/2018
078da35c70c5a63b6be9ec67cc9c9cc0a794dede43bdbc19650ea250ae87c26a;25/05/2018;21/05/2019;21/05/2019;27/05/2018
9299ed1c78b58d3d75b8ad35a3518329659c3319fa1d82c94a262f414ec352ce;16/07/2018;16/07/2019;16/07/2019;18/07/2018
7154cf1f202d5e4d7c394e721b9e63e87f7601d7a8cd28fa9f2f5b2c15e3fef7;09/08/2017;09/08/2018;09/08/2018;11/08/2017
38d4f3693a6bc0d56dc67a46e526c4d2d6fb45111bcc21c9997cae2a09359be8;28/08/2017;28/08/2018;28/08/2018;30/08/2017
cd4116a4ad25152277aca5a3cb8d2a5830e4ad3dc51cece6cf6b521fada96793;06/12/2017;06/12/2018;06/12/2018;08/12/2017
fcdec08f949d12ebd67a4ffeeb64f676acf5ef39256dea9e4c3587519fe0f367;01/02/2017;01/02/2018;01/02/2018;04/02/2017
3c6765a66f83e7a5653cd5e1dbc282a3d3e3b1b432ba3c0a573c76cf02d1188a;11/04/2017;10/04/2018;10/04/2018;13/04/2017
226eee575d7585519382024f76a25725b9cea3ea96d9f2b33469a410d26ff9b2;16/06/2017;19/06/2018;19/06/2018;18/06/2017
cd4c6f8340bfee62b0e7d4002a3543079205ca8837fe209f5b6f8e37c8120fb2;16/06/2018;15/06/2019;15/06/2019;18/06/2018
13ca5d406518f59ea46b303bfc2071231291d2f4c9bdd1970f585224e2b1822f;20/09/2017;20/09/2018;20/09/2018;22/09/2017
7a68846c9f3060a14a5896555f49af11f4c52a33000c4bd88f8235a60c862dc7;05/10/2017;12/10/2018;12/10/2018;07/10/2017
9aa66fd903bccc673d316f2ba2e38c05cc1f3ed728de5f3ca1a8c674445a6e20;22/12/2017;22/12/2018;22/12/2018;24/12/2017
d28b5d922127edd7cffcdc96ae08b8859df3bbb316d381fd73e804558403e87a;15/10/2018;15/10/2019;15/10/2019;17/10/2018
5969ebd62596fc83b14920750fe10945cf4138bdc973788909579957ad5d2993;27/03/2017;26/03/2018;26/03/2018;29/03/2017
e64a50c02697ce3f0732e4516111ad9c5f0805da18864b6a70ecf8ac47c780ff;31/03/2018;31/03/2019;31/03/2019;02/04/2018
91b36c087c3342ad048e05e4221d46b0067b3337ec72d2e8000e31e4893e4440;14/06/2018;14/06/2019;14/06/2019;16/06/2018
f6ad722bf23d31c04de21231a1f658ac59397c87054606d2657f0525a9dad0bf;23/08/2017;22/08/2018;22/08/2018;25/08/2017
9522aee6ac249bbba269134a119844d70f6f8039031814da24222606fca37ee6;10/09/2018;10/09/2019;10/09/2019;12/09/2018
2a6c77180e4e1c24087db3fb94126c2718052ecb2253bdd2d8ea4aa66b5d249d;04/10/2018;04/10/2019;04/10/2019;06/10/2018
2c29c1b67c68a97bfec779364468577107b2b5020a448ed68239de86ecf93ca9;02/11/2017;02/11/2018;02/11/2018;04/11/2017
1cc3a9e6e0e887f7df56bd75388719f4424135b6fc1c0aca025af56d4e9471fb;22/01/2018;22/01/2019;22/01/2019;24/01/2018
e2235981aafbe4ae8182da6f65b4d153a71062a6f53335478d5dc52f83be9ab4;12/02/2018;12/02/2019;12/02/2019;14/02/2018
3636a17d8c1f61868731a7037be8d98092f22a4f443178dcf492179530e04e33;07/03/2017;06/03/2018;06/03/2018;09/03/2017
3f9d99f32596a2ceb3a8c5c647f69716901d853a58f0008a56bf6e4b071b8c31;25/04/2017;25/04/2018;25/04/2018;27/04/2017
fd6c0ba787b6a96d0435653739725e7dd241ebb96ff879d0b1fed2c09b8f5958;01/05/2017;01/05/2018;01/05/2018;03/05/2017
9341e986199d9b35159ca73830070145ec9b8b8821d4707e14676ff4b34872f0;15/05/2017;15/05/2018;15/05/2018;17/05/2017
9c8c41ef01ed85667312887cafdbd1f7e312cfbd83279ac7d1852a75482c1511;07/06/2017;06/06/2018;06/06/2018;09/06/2017
05002b2c4ff8ab2ee8868fe7821944f0cbb5e7bfa40154e13efd7ed0e82048d2;15/06/2017;14/06/2018;14/06/2018;17/06/2017
d57fe67113a21f98db03513b1e40ad6ba728de743a6a8cd8b8b5021403675a29;20/06/2017;16/06/2018;16/06/2018;22/06/2017
a58f864410996075b6a528badc0f8bd90359609dda59c376bd557b17ad33c9f7;03/12/2018;02/12/2019;02/12/2019;05/12/2018
49632656f47c786cc46ad0fbe22c5feb47a447200175119720a852dafaf72e95;14/01/2019;14/01/2020;14/01/2020;16/01/2019
e7dadff37d9bf94123280219cc5f3fae2b7cb00b0a51dd6059e53372b5b9176c;12/11/2018;12/11/2019;12/11/2019;14/11/2018
e2aeffc38de53b52e47c9d7b26ee3236eef3d67b585de77032e9a29276eaa927;31/12/2017;31/12/2018;31/12/2018;02/01/2018
530a9a553928856738fbee41341cba10a5ce93e7c35c3680fe4c2256c9ae777b;09/04/2018;09/04/2019;09/04/2019;11/04/2018
0a7e7c16e1d8268c1504c9b2248c90b589aea00eebf51765948458977cdeb325;13/05/2018;12/05/2019;12/05/2019;15/05/2018
aef922d51effa3cc1c6b7c7f7a23a32ed4c8e55618aea9a48ae65590a4b647b6;25/06/2018;25/06/2019;25/06/2019;27/06/2018
c80d8f1510890db418420347eec4a829f9c3269f0e3ab8fa4cac46b751027760;04/07/2017;05/07/2018;05/07/2018;06/07/2017
8a2ea82985e751e76503d3bfd6027d822ac0e30a6fc4b2eb5797fd4b9718285c;27/07/2018;26/07/2019;26/07/2019;29/07/2018
31277cece44e9d65e78c58b041ce6380dea3fd22952703687c6dd23e0170aaec;26/08/2018;23/08/2019;23/08/2019;28/08/2018
7e8da29d354800b01fba32c9f1b7b92d73a5d25312f03f38762eee1116666044;24/10/2017;17/10/2018;17/10/2018;26/10/2017
6aaa6449e833b9fa455540915862ca6f8783760c5ec8bcf41080c1f704ffe057;21/12/2018;21/12/2019;21/12/2019;23/12/2018
9fb2b9a535d0683c3d4068aa684fbadf3ce016747c4b9772900c606dd35dbda8;15/11/2018;12/11/2019;12/11/2019;17/11/2018
e8673392886bfe887a11483c5f5f06e21522e7fe8643bbd8dff70e8a9be54376;24/03/2018;17/03/2019;17/03/2019;26/03/2018
06ececce4797ec264eb356e2643c9541af7919d4769dc00266b97925d5fba4b5;30/03/2017;29/03/2018;29/03/2018;01/04/2017
25d10fc3a46fc90072aac518a027d8cf0d7aa66e97582b6588c3b8f4c752a081;06/05/2018;05/05/2019;05/05/2019;08/05/2018
faeedbbfa7fbe3ae699a6f2f1f7d5bd0e7132e5508e5173e3f8d50878e782932;01/06/2018;31/05/2019;31/05/2019;03/06/2018
3b885a4284af7a46f1f422448d56a7ac96cfa9384e862dfdea3a01c7756cb453;09/08/2017;08/08/2018;08/08/2018;11/08/2017
bce0f1784277ec33ab07a02ff5e62b0f30b660cce057ad67608afa11cad402e5;13/09/2018;13/09/2019;13/09/2019;15/09/2018
3d9c91ddebc25c4bf861075e5531972433dd4af3242389f79f1164d07d1ddb1b;23/09/2018;28/09/2019;28/09/2019;25/09/2018
5d9673c48b226e7b99199c21fafac86965fb2484c5246c9d221ea454427ae8e7;03/10/2017;04/10/2018;04/10/2018;05/10/2017
4924bed3db841964a5c595c57e5d2a14b8973d5d53918b44b297b72dd3bf386d;01/11/2018;02/11/2019;02/11/2019;03/11/2018
e1a586c6df079bc64e1beb38bee332072c388949cbb28aee58d09049a03e562e;08/11/2018;09/11/2019;09/11/2019;10/11/2018
a0ba7ac32f925341af6c744b3c2e9b70f9158eb44e049cef7fd51488bcbe65b9;10/02/2019;10/02/2020;10/02/2020;12/02/2019
3514cc388e3ebbc4752eda4198e30ea8d9cddf5d92a80bab1a3a91b23176ae00;26/05/2018;26/05/2019;26/05/2019;28/05/2018
256ac7209d823ab105dd1f244f8bcb8a93b4a08cd4902c1e3df3561f1645f09a;05/03/2018;04/03/2019;04/03/2019;07/03/2018
ec2a8fb319f7bfe8a2d58800f3014280ae7a486e773f8cd77cf43dd488b541cc;12/03/2018;12/03/2019;12/03/2019;14/03/2018
b26f0fa94827ae7fcf8646233f3992b7040f92597f2a152d449f88bf2783fd21;22/03/2017;22/03/2018;22/03/2018;24/03/2017
2cad612ce7279faa49f627813005805d962b5d67f6738525d18518dd4fc76d1e;25/05/2018;20/05/2019;20/05/2019;27/05/2018
c602545df44c8b66c51beb3e79f1ad6e2b323d52527ac667c869273a64b61976;02/06/2018;28/05/2019;28/05/2019;04/06/2018
48870cda779ba52c9e61c884416711b59c9efb32ba636bb3aefb04154bf818c3;27/06/2017;27/06/2018;27/06/2018;29/06/2017
f4c9f9583d4e6d20945da62d8847e1cd44fd931f37b9043cd651f1a8b7939d22;10/07/2017;28/06/2018;28/06/2018;12/07/2017
bb8354ffc4b7cd2f0c8b253f7ba7df3feedab893ce03339322651be27b72e8f1;24/08/2017;25/08/2018;25/08/2018;26/08/2017
c92c9c17d64dfacfba2811c0ce3de66c134e0d9d83798abd7fe5bf15731f5acc;08/09/2017;08/09/2018;08/09/2018;10/09/2017
ba6376bb36b51fb69e177edb2d37a0b86ff168fc8877c6fa4b2b134b97d0b8c1;04/01/2018;04/01/2019;04/01/2019;06/01/2018
1d4157d6f4bfe15e838df72e76c4d376a00878ca41715493bf76e38cf4417002;03/05/2017;01/05/2018;01/05/2018;05/05/2017
fce291cc80a01cebccb0ab387f4b0b7517b6754785c883a83cb309dcb6653494;10/07/2017;11/07/2018;11/07/2018;12/07/2017
09c9dd01fcad102740d78eb6b0fe6de3e91d35f365005617d8b785312f536653;08/06/2018;04/06/2019;04/06/2019;10/06/2018
3997bc020b76f0ec1484a137265b08462f398b297791392d8f8af9972863980a;12/01/2018;07/01/2019;07/01/2019;14/01/2018
53e9f8bb8687929ae98e9e908af23010547850b66f0a108c354fbc7624da6a94;15/02/2017;15/02/2018;15/02/2018;18/02/2017
af7db2ce787312c21c562fd39532a8580a70c762cfe4b0d8f3abdc4b23d1fb12;07/03/2017;08/03/2018;08/03/2018;09/03/2017
07a7dd7257ce8022d2b67878e82cadbc4f094044f515b0b3670f2fcf661d8c1c;19/05/2018;17/05/2019;17/05/2019;21/05/2018
c50a1334132846edf19d66854634bfbdab28171631a4a148ffcd0d31e359297a;30/05/2017;26/05/2018;26/05/2018;01/06/2017
c898d673d0c7e6c5b8299e6c6e618ba06d31689d84cfc5482683649fcf9beda4;07/07/2017;06/07/2018;06/07/2018;09/07/2017
327da17eb831b24a34300ce134d5f6d0fb02d5063a8323e7545ce7a509a160bf;24/07/2017;19/07/2018;19/07/2018;26/07/2017
7c9ce96b777bedc980ce762cc49802ea9111f9d3676f3db3f145dd3214810dac;26/09/2017;26/09/2018;26/09/2018;28/09/2017
6dee8ce3cef637ad34cda32f6db3b1efee2f6545a24f8ee0beb7969a51047885;14/11/2017;14/11/2018;14/11/2018;16/11/2017
34e45c9c94abba7db976ab68332ff876b157eff69af2edac153840a9d036f5b2;04/07/2017;06/07/2018;06/07/2018;06/07/2017
8512c870e92e3bd36ef458a144cf73f4ffb3e014c1921f9ce34f74a7e5800aea;20/07/2018;03/08/2019;03/08/2019;22/07/2018
ce3c9abad6ede48e98052f54c73f24baa58b281676b5e1b172629c495ea94b59;02/08/2018;30/07/2019;30/07/2019;04/08/2018
dfe7c33ceb35bc21cd6bdf465728db427791e87695fe9cdd3686cb62a0ebf634;09/08/2018;06/08/2019;06/08/2019;11/08/2018
62ccdf64ed608b902938bee2b062215d59ff5e5c5386c03017801fe8fad60b35;14/08/2017;10/08/2018;10/08/2018;16/08/2017
e3aaa52b53bbb765855856af8f0315a5d77d07cbe06d954122f5b3f155b2d824;30/10/2017;11/10/2018;11/10/2018;01/11/2017
11173b9b59a3486d7f46940a0a2b6e6c0e31c0a85a38448a76c9c9300afa8e88;09/11/2017;09/11/2018;09/11/2018;11/11/2017
153bdbc288c1451c28ddc3b102cb84aef1ecf0603fe06ab89a1a0cf95c20c07a;22/11/2018;18/11/2019;18/11/2019;24/11/2018
9bcf6df8d5e0c091a0b145523d3cb931bbdb9a186fde9e18cc606d7f09766cc2;28/12/2017;27/12/2018;27/12/2018;30/12/2017
2bc7136ee9e85cb3a694392a35ac6ff43251ceef51d49898818700875fa02059;22/03/2018;18/03/2019;18/03/2019;24/03/2018
00246ef268fa18df9ff74f802a94e4bf0260df3be8355b1e7de1a83a2b13fe4d;07/05/2018;06/05/2019;06/05/2019;09/05/2018
dd2361c02dd326151247a32a0c38e15b8847195adb5d485f1a1bd38123b18a07;17/05/2017;12/05/2018;12/05/2018;19/05/2017
d0c8f8eeb27338af02053bb0993bf2dbc1a6501bcbe6f3465c0ed43b62607c74;31/05/2018;04/05/2019;04/05/2019;02/06/2018
815324d8367f4c075a48d018121ff77ca534a4b1dc6eb648951d67deb1f67f1b;03/07/2017;28/06/2018;28/06/2018;05/07/2017
d6731e68b7447f31f25362910cc233c425a1f0ceaa071c29405e20494275f024;26/07/2017;24/07/2018;24/07/2018;28/07/2017
244452a009b5c98390c9077a78f96e1e67f159df93f5546ca188ded7c0a7128f;10/08/2018;09/08/2019;09/08/2019;12/08/2018
63e58f9d10211b87750e4ca60309e8ef2461476fcb0f2ded73353357a64625fb;29/08/2017;28/08/2018;28/08/2018;31/08/2017
072eda240ba95e2f5a22fae05529b05d5943f39c74664205be9ddfd41c844e42;13/11/2017;14/11/2018;14/11/2018;15/11/2017
3454cf3331bfe378869e39029fb54ae49c4ffadf66e9d53a39cba46708089aec;09/07/2018;09/07/2019;09/07/2019;11/07/2018
25ce396720d17656e86f08cc682406a1622fa8246fc28d3bc397053614748ffa;23/06/2018;23/06/2019;23/06/2019;25/06/2018
aa07e0e8abe36e613a8025219c22b571d7690de667efffb0557601d8f8de5e48;20/09/2018;16/09/2019;16/09/2019;22/09/2018
9020d85a63db72c74c20004270ee828436c4b4d97868a44d8ca8acf5b902fb62;09/03/2018;08/03/2019;08/03/2019;11/03/2018
8fa0957f8abe878d14c794314b30bfdc9c004e90ead9e99ee18645bc7291db8c;03/05/2018;30/04/2019;30/04/2019;05/05/2018
69fcb91f2ae75068d84da7f7e03b9868e477de5ff8356e886f36a3ff63351733;28/05/2018;21/05/2019;21/05/2019;30/05/2018
3dc440fb08f53ec39e49674058fe7b8fd41be83b1a52c1b5ad6b2b08b13f1c1d;28/07/2017;28/07/2018;28/07/2018;30/07/2017
aff042ee6a10ade76d87506585793d5c25f7e2a4ba06666e9ed147b4d7de1d07;06/08/2018;09/08/2019;09/08/2019;08/08/2018
267929b87c5998ff3d56c8528110927d2abc9b1cd24c018d23772edce3821661;31/08/2017;01/09/2018;01/09/2018;02/09/2017
0d9acbb9491705b1b2a538fba90c38f93c6f2c3627aa0577016f43e42c620e0f;13/09/2018;12/09/2019;12/09/2019;15/09/2018
4f3b6f8fce64c73aee1db66cbffe82d88bc7d7ca11fa3dfb00c7edeeb1aa8379;09/10/2017;06/10/2018;06/10/2018;11/10/2017
ad1d03977b8f39bf5c4f460c2796980149dbaf4e6dfd19f6b5730c112fe6661b;13/12/2017;14/12/2018;14/12/2018;15/12/2017
1888706032586e1382ac692a0dba56fe7546fe04394a8c5e6bd3dfdda39adc97;04/02/2019;04/02/2020;04/02/2020;06/02/2019
3c4f18e63f1195704af71a6d2fa4be0c512140edda0b8c0271e88bca13d4402e;23/02/2019;23/02/2020;23/02/2020;25/02/2019
bb3eb9cbf42b2014beafde02f5b5a86b6e54d8207e78e0244ed0da5afd354a66;31/01/2017;31/01/2018;31/01/2018;03/02/2017
1fb8d3c9fcc421fdb043b8ce4d61d4826acf91b314cbf36e82a8c9be8cfae420;23/02/2017;27/02/2018;27/02/2018;26/02/2017
1482124e167c9da0d7e7d05750025dabfd90a1e3889f54af4ad131225386f620;19/03/2018;12/03/2019;12/03/2019;21/03/2018
a403c078aeab1ef361cd3abdd755ec06045042ba75966395c30455ffb2fbebce;25/05/2018;04/05/2019;04/05/2019;27/05/2018
6a399bd6936395bfefe6bd3d0c89f19de68b2067bf4f6b579584f81b2a4bcb12;27/07/2017;28/07/2018;28/07/2018;29/07/2017
45289d1c55565f1a8e24bc16c13d97a64ade2488b6e7e42955e0ea049ac93e42;20/11/2017;20/11/2018;20/11/2018;22/11/2017
94468fda833e62e952822119f374e1654400d158bb650197c587b0d1a6f5a152;10/12/2018;09/12/2019;09/12/2019;12/12/2018
563b4b11539a4b811963bcd376d2da9125502657415eb52f04ff1502a859a476;22/12/2017;21/12/2018;21/12/2018;24/12/2017
45a1f195ddc4d7f14929e15686530b8eedafc5adf595a6c2c7d1eb0b03900cc5;27/12/2018;24/12/2019;24/12/2019;29/12/2018
1cfc7de16b63efc8aafc9d63bc4479792746b4e5eb928e0e0a5da136bf40bb3f;18/01/2019;15/01/2020;15/01/2020;20/01/2019
ab7c6ece7babed6476c84b59af955e0a334bcc4b1033d34b1199b8f2bf81421d;21/01/2019;20/01/2020;20/01/2020;23/01/2019
1c2a707e61ea621b3e45f81349d6b2d20bc9b7700c311e462a321c4d48fc51cd;17/03/2019;22/03/2020;22/03/2020;20/03/2019
b4299818e353a9687e46d814230edfff3f237585c75acbcb3cc244e6e0798ae8;18/10/2018;18/10/2019;18/10/2019;20/10/2018
d180641a1a1e7ba249d5195b5e4442c42201cb7b8e4c2ea534f744c243851a91;14/01/2018;13/01/2019;13/01/2019;16/01/2018
f13c6c0d0477837255ffbd23c2d2c09ff44cc964fe12df8c6d5bbf8a546fbe76;30/01/2017;29/01/2018;29/01/2018;02/02/2017
cccdb84aeafb0044ede8d1ec578bc533b0a857b6c25afca5ac783cd82950c3e8;25/02/2018;24/02/2019;24/02/2019;27/02/2018
b9ecbeca4b50ad1076a99b58abcb7dc4aa90b3a409cf1e8dafd4fbe8b582d837;07/06/2018;11/06/2019;11/06/2019;09/06/2018
96c84d46207acbc8a51f8387c4c89d0da6f2940aa441b0965fd95133efc87cc4;29/06/2017;27/06/2018;27/06/2018;01/07/2017
19c7e0d82f3adabce3e0fd5c4032266006cff0bae626310a2e9f2aab14e41478;25/09/2017;22/09/2018;22/09/2018;27/09/2017
9a8ab9d64d3135c773f61baa5369ba8da6048443a423d0828b61dd7294d861ef;07/12/2017;07/12/2018;07/12/2018;09/12/2017
15a101c712adb622b4348adb9f7ee476589d26c5dd6fe12fff53d85175b8fd17;07/01/2019;07/01/2020;07/01/2020;09/01/2019
0e19a809d9b9861436c893c4a04480393a97304e61cb995a6a46b9be0c10256c;07/03/2017;07/03/2018;07/03/2018;09/03/2017
7292e7e980dbe32097fe2d0af3bad9d0878853b19fe5622819d937c407e8d88c;25/03/2018;30/03/2019;30/03/2019;27/03/2018
2e4d4ba453a4f27b37783240aa3b910b836df6210de72bc959ea470dfad2f722;07/07/2018;07/07/2019;07/07/2019;09/07/2018
46842f2beace678afb128a35b6396b60290ea9cae33b7a6b8efcf47521c8d4b0;22/07/2018;20/07/2019;20/07/2019;24/07/2018
431bc3707fdf4fcd55ac3e47cac7efe3d820f4644c8f849fe7b36aec584a291f;14/09/2017;14/09/2018;14/09/2018;16/09/2017
0b6f814f6c9ce29def6d4dd1c6ee15014e2e75b9bf7e6a70dcb4e2cf0b109a04;27/10/2018;26/10/2019;26/10/2019;29/10/2018
632f31356d9f07d8c0ec98235157d7505bc12dccb66ad9a86bcb95a10c51a4c9;01/12/2018;01/12/2019;01/12/2019;03/12/2018
945087baa6ef2b65bdad682629894ca09996333a43968faea57b130119e57de9;25/01/2017;26/01/2018;26/01/2018;28/01/2017
a3f698c7d8e8edf1df5d22588f1cd5ddafe7a3b2d6cd022fb1ceb5b5519a0dfe;21/06/2018;19/06/2019;19/06/2019;23/06/2018
3ec27e7e66809a160f8677af4c2cce31c3587e53acd11b1941fcb7b31c257db3;06/07/2017;05/07/2018;05/07/2018;08/07/2017
0960779ef0449456c949353443f0a1a8b7c63ee72784a5d9d80f6df0f3fed98a;19/11/2018;12/11/2019;12/11/2019;21/11/2018
7d9410088374379463ec9fb435382ffc694fa551f67f0e69859352e8124c9198;28/12/2018;28/12/2019;28/12/2019;30/12/2018
e4cd0e82f9108e429e4fa4f931a5267c87e8fd5ce3e79315c8c0f74b315f1188;31/05/2018;31/05/2019;31/05/2019;02/06/2018
815e0980ca6e01a54f18e41e311638ff6f4e2edf6d83acd2920d90583cabd86c;30/01/2018;28/01/2019;28/01/2019;01/02/2018
1228d6c5bea5860748977210fab1bf0f5c317adcdc8e7e59f3c6a6711e3e9255;20/03/2017;20/03/2018;20/03/2018;22/03/2017
ad1a52ddfbf21def7b8437dfce3e348ba61241e267cb7a953368f73ad424ec93;14/05/2018;13/05/2019;13/05/2019;16/05/2018
e8b47515c146863657eea1438f0c56ff40e4b0baf52943b57e19853587467151;20/11/2017;21/11/2018;21/11/2018;22/11/2017
